Year_Month,Topic,Words
11002.,13,"0.072*""point"" + 0.064*""louis"" + 0.048*""evident"" + 0.048*""terrorist"" + 0.048*""significantly"" + 0.048*""nonetheless"" + 0.007*""federal"" + 0.007*""monetary"" + 0.007*""longterm"" + 0.007*""longrun"""
11002.,14,"0.091*""action"" + 0.068*""update"" + 0.060*""submitted"" + 0.053*""mainly"" + 0.053*""background"" + 0.045*""spending"" + 0.007*""sustainable"" + 0.007*""director"" + 0.007*""reserve"" + 0.007*""boston"""
11106.,0,"0.075*""last"" + 0.075*""accessibility"" + 0.058*""unusual"" + 0.058*""restrain"" + 0.050*""concern"" + 0.041*""governor"" + 0.008*""damping"" + 0.008*""remain"" + 0.008*""condition"" + 0.008*""board"""
11106.,1,"0.063*""resource"" + 0.063*""enhance"" + 0.054*""toward"" + 0.054*""mainly"" + 0.054*""generate"" + 0.008*""economic"" + 0.008*""action"" + 0.008*""governor"" + 0.008*""discount"" + 0.008*""uncertainty"""
11106.,2,"0.115*""economic"" + 0.086*""growth"" + 0.064*""news"" + 0.050*""longterm"" + 0.050*""favorable"" + 0.043*""believe"" + 0.043*""stability"" + 0.007*""richmond"" + 0.007*""weakness"" + 0.007*""policy"""
11106.,3,"0.068*""economy"" + 0.058*""weighted"" + 0.049*""market"" + 0.049*""reduction"" + 0.009*""update"" + 0.009*""policy"" + 0.009*""time"" + 0.009*""demand"" + 0.009*""reallocation"" + 0.009*""richmond"""
11106.,4,"0.091*""condition"" + 0.074*""november"" + 0.058*""prospect"" + 0.049*""background"" + 0.049*""currently"" + 0.041*""today"" + 0.008*""rate"" + 0.008*""favorable"" + 0.008*""may"" + 0.008*""damping"""
11106.,5,"0.065*""event"" + 0.065*""percent"" + 0.058*""taking"" + 0.058*""bank"" + 0.058*""submitted"" + 0.051*""although"" + 0.043*""uncertainty"" + 0.036*""target"" + 0.021*""immediate"" + 0.007*""abroad"""
11106.,6,"0.094*""approved"" + 0.062*""richmond"" + 0.054*""time"" + 0.054*""reallocation"" + 0.046*""sustainable"" + 0.046*""continues"" + 0.046*""damping"" + 0.007*""submitted"" + 0.007*""percent"" + 0.007*""demand"""
11106.,7,"0.098*""productivity"" + 0.067*""point"" + 0.067*""home"" + 0.060*""director"" + 0.045*""foreseeable"" + 0.045*""activity"" + 0.045*""deterioration"" + 0.007*""committee"" + 0.007*""board"" + 0.007*""basis"""
11106.,8,"0.133*""reserve"" + 0.079*""policy"" + 0.061*""force"" + 0.026*""release"" + 0.008*""deterioration"" + 0.008*""productivity"" + 0.008*""federal"" + 0.008*""bank"" + 0.008*""news"" + 0.008*""business"""
11106.,9,"0.092*""may"" + 0.092*""discount"" + 0.068*""basis"" + 0.061*""request"" + 0.053*""demand"" + 0.045*""price"" + 0.007*""force"" + 0.007*""stability"" + 0.007*""submitted"" + 0.007*""restrain"""
11106.,10,"0.148*""federal"" + 0.103*""rate"" + 0.077*""action"" + 0.057*""monetary"" + 0.045*""security"" + 0.045*""necessary"" + 0.038*""heightened"" + 0.006*""condition"" + 0.006*""generate"" + 0.006*""resource"""
11106.,11,"0.065*""evident"" + 0.056*""available"" + 0.056*""abroad"" + 0.046*""decided"" + 0.046*""fund"" + 0.009*""federal"" + 0.009*""accessibility"" + 0.009*""necessary"" + 0.009*""although"" + 0.009*""future"""
11106.,12,"0.166*""board"" + 0.061*""abate"" + 0.043*""lower"" + 0.043*""related"" + 0.008*""force"" + 0.008*""damping"" + 0.008*""discount"" + 0.008*""reserve"" + 0.008*""information"" + 0.008*""longterm"""
11106.,13,"0.077*""committee"" + 0.054*""remain"" + 0.054*""become"" + 0.046*""goal"" + 0.046*""risk"" + 0.046*""business"" + 0.046*""future"" + 0.046*""longrun"" + 0.007*""federal"" + 0.007*""restraining"""
11106.,14,"0.077*""update"" + 0.059*""advance"" + 0.059*""restraining"" + 0.051*""information"" + 0.051*""weakness"" + 0.042*""open"" + 0.008*""monetary"" + 0.008*""release"" + 0.008*""force"" + 0.008*""growth"""
11211.,0,"0.082*""approved"" + 0.054*""san"" + 0.047*""prospect"" + 0.047*""evident"" + 0.047*""become"" + 0.047*""time"" + 0.040*""condition"" + 0.034*""reduction"" + 0.006*""bank"" + 0.006*""reallocation"""
11211.,1,"0.061*""point"" + 0.061*""accessibility"" + 0.054*""boston"" + 0.047*""enhance"" + 0.041*""mainly"" + 0.041*""preliminary"" + 0.041*""underlying"" + 0.041*""continues"" + 0.020*""release"" + 0.006*""last"""
11211.,2,"0.069*""december"" + 0.054*""restraining"" + 0.046*""information"" + 0.046*""modest"" + 0.046*""goal"" + 0.046*""background"" + 0.007*""board"" + 0.007*""reserve"" + 0.007*""accessibility"" + 0.007*""event"""
11211.,3,"0.111*""reserve"" + 0.066*""basis"" + 0.059*""new"" + 0.051*""force"" + 0.044*""longrun"" + 0.007*""federal"" + 0.007*""weakness"" + 0.007*""york"" + 0.007*""toward"" + 0.007*""director"""
11211.,4,"0.089*""discount"" + 0.067*""monetary"" + 0.052*""remain"" + 0.044*""available"" + 0.044*""price"" + 0.037*""related"" + 0.007*""fund"" + 0.007*""growth"" + 0.007*""level"" + 0.007*""sustainable"""
11211.,5,"0.155*""federal"" + 0.108*""economic"" + 0.040*""activity"" + 0.040*""level"" + 0.033*""fund"" + 0.020*""immediate"" + 0.006*""lower"" + 0.006*""although"" + 0.006*""francisco"" + 0.006*""philadelphia"""
11211.,6,"0.058*""reallocation"" + 0.049*""relatively"" + 0.049*""sure"" + 0.049*""edge"" + 0.041*""market"" + 0.008*""price"" + 0.008*""tentative"" + 0.008*""generate"" + 0.008*""time"" + 0.008*""taking"""
11211.,7,"0.058*""request"" + 0.058*""bank"" + 0.051*""longterm"" + 0.051*""advance"" + 0.044*""risk"" + 0.044*""soft"" + 0.043*""tentative"" + 0.007*""level"" + 0.007*""toward"" + 0.007*""continues"""
11211.,8,"0.077*""growth"" + 0.077*""demand"" + 0.070*""sign"" + 0.051*""submitted"" + 0.045*""necessary"" + 0.045*""restrain"" + 0.038*""show"" + 0.032*""today"" + 0.007*""board"" + 0.006*""immediate"""
11211.,9,"0.105*""rate"" + 0.065*""lower"" + 0.059*""news"" + 0.059*""policy"" + 0.046*""abate"" + 0.046*""favorable"" + 0.039*""believe"" + 0.006*""condition"" + 0.006*""restrain"" + 0.006*""edge"""
11211.,10,"0.081*""weakness"" + 0.066*""percent"" + 0.059*""francisco"" + 0.044*""currently"" + 0.044*""sustainable"" + 0.044*""generate"" + 0.007*""demand"" + 0.007*""chicago"" + 0.007*""federal"" + 0.007*""policy"""
11211.,11,"0.091*""action"" + 0.053*""security"" + 0.045*""foreseeable"" + 0.045*""abating"" + 0.045*""future"" + 0.038*""decided"" + 0.007*""weighted"" + 0.007*""news"" + 0.007*""economic"" + 0.007*""december"""
11211.,12,"0.116*""board"" + 0.061*""committee"" + 0.049*""director"" + 0.049*""chicago"" + 0.049*""philadelphia"" + 0.042*""economy"" + 0.042*""resource"" + 0.030*""governor"" + 0.030*""target"" + 0.006*""basis"""
11211.,13,"0.081*""productivity"" + 0.075*""may"" + 0.056*""home"" + 0.056*""event"" + 0.043*""although"" + 0.037*""inflation"" + 0.037*""stability"" + 0.037*""toward"" + 0.031*""open"" + 0.006*""target"""
11211.,14,"0.061*""update"" + 0.061*""last"" + 0.054*""taking"" + 0.054*""york"" + 0.047*""unusual"" + 0.041*""likely"" + 0.041*""remains"" + 0.041*""weighted"" + 0.006*""lower"" + 0.006*""boston"""
20507.,0,"0.060*""h"" + 0.053*""accommodative"" + 0.053*""respect"" + 0.053*""background"" + 0.045*""essential"" + 0.037*""fund"" + 0.037*""keep"" + 0.007*""jr"" + 0.007*""mcdonough"" + 0.007*""economic"""
20507.,1,"0.077*""information"" + 0.064*""accessibility"" + 0.051*""santomero"" + 0.051*""fomc"" + 0.051*""olson"" + 0.045*""growth"" + 0.045*""future"" + 0.038*""impetus"" + 0.032*""rate"" + 0.006*""stance"""
20507.,2,"0.136*""policy"" + 0.095*""action"" + 0.059*""may"" + 0.047*""jerry"" + 0.041*""sustainable"" + 0.041*""stance"" + 0.035*""expansion"" + 0.035*""degree"" + 0.006*""economic"" + 0.005*""monetary"""
20507.,3,"0.068*""stern"" + 0.060*""price"" + 0.051*""final"" + 0.051*""marked"" + 0.008*""currently"" + 0.008*""policy"" + 0.008*""activity"" + 0.008*""since"" + 0.008*""today"" + 0.008*""jr"""
20507.,4,"0.065*""update"" + 0.058*""federal"" + 0.052*""william"" + 0.052*""roger"" + 0.052*""mcteer"" + 0.052*""bies"" + 0.045*""circumstance"" + 0.039*""nonetheless"" + 0.032*""market"" + 0.006*""chairman"""
20507.,5,"0.154*""monetary"" + 0.080*""available"" + 0.053*""alan"" + 0.046*""balanced"" + 0.040*""coming"" + 0.040*""confirms"" + 0.006*""committee"" + 0.006*""greenspan"" + 0.006*""investment"" + 0.006*""roger"""
20507.,6,"0.114*""economic"" + 0.053*""greenspan"" + 0.047*""belief"" + 0.047*""stability"" + 0.047*""long"" + 0.040*""element"" + 0.040*""become"" + 0.033*""decided"" + 0.006*""last"" + 0.006*""policy"""
20507.,7,"0.098*""chairman"" + 0.085*""currently"" + 0.059*""none"" + 0.052*""ferguson"" + 0.052*""jordan"" + 0.045*""although"" + 0.039*""sustained"" + 0.006*""action"" + 0.006*""today"" + 0.006*""target"""
20507.,8,"0.118*""last"" + 0.063*""l"" + 0.047*""inventory"" + 0.047*""activity"" + 0.023*""immediate"" + 0.007*""goal"" + 0.007*""committee"" + 0.007*""monetary"" + 0.007*""voting"" + 0.007*""stance"""
20507.,9,"0.098*""goal"" + 0.075*""home"" + 0.060*""gary"" + 0.045*""quarter"" + 0.037*""today"" + 0.022*""release"" + 0.007*""olson"" + 0.007*""decided"" + 0.007*""upward"" + 0.007*""h"""
20507.,10,"0.065*""gramlich"" + 0.065*""j"" + 0.057*""prospect"" + 0.048*""considerable"" + 0.040*""target"" + 0.007*""voting"" + 0.007*""accessibility"" + 0.007*""economic"" + 0.007*""robert"" + 0.007*""since"""
20507.,11,"0.098*""voting"" + 0.098*""committee"" + 0.092*""jr"" + 0.049*""anthony"" + 0.036*""meeting"" + 0.036*""strengthening"" + 0.036*""since"" + 0.030*""percent"" + 0.006*""risk"" + 0.006*""l"""
20507.,12,"0.112*""w"" + 0.075*""news"" + 0.059*""robert"" + 0.044*""uncertain"" + 0.044*""receiving"" + 0.007*""balanced"" + 0.007*""alan"" + 0.007*""jordan"" + 0.007*""still"" + 0.007*""ferguson"""
20507.,13,"0.055*""susan"" + 0.055*""vice"" + 0.055*""mcdonough"" + 0.048*""run"" + 0.048*""foreseeable"" + 0.041*""demand"" + 0.041*""swing"" + 0.041*""still"" + 0.034*""open"" + 0.006*""policy"""
20507.,14,"0.073*""event"" + 0.058*""edward"" + 0.058*""mark"" + 0.051*""risk"" + 0.043*""investment"" + 0.043*""upward"" + 0.036*""unchanged"" + 0.007*""available"" + 0.007*""monetary"" + 0.007*""coming"""
20626.,0,"0.067*""h"" + 0.050*""appear"" + 0.050*""underlying"" + 0.050*""inventory"" + 0.008*""confirms"" + 0.008*""monetary"" + 0.008*""keep"" + 0.008*""become"" + 0.008*""vice"" + 0.008*""strengthening"""
20626.,1,"0.092*""action"" + 0.063*""increase"" + 0.063*""final"" + 0.051*""federal"" + 0.046*""ferguson"" + 0.046*""edward"" + 0.034*""remains"" + 0.034*""activity"" + 0.034*""supported"" + 0.034*""become"""
20626.,2,"0.095*""currently"" + 0.088*""economic"" + 0.058*""jordan"" + 0.044*""coming"" + 0.036*""market"" + 0.007*""policy"" + 0.007*""information"" + 0.007*""moderated"" + 0.007*""stance"" + 0.007*""respect"""
20626.,3,"0.160*""monetary"" + 0.055*""mark"" + 0.048*""respect"" + 0.048*""stability"" + 0.048*""risk"" + 0.006*""olson"" + 0.006*""investment"" + 0.006*""inventory"" + 0.006*""susan"" + 0.006*""fomc"""
20626.,4,"0.098*""last"" + 0.065*""news"" + 0.052*""fomc"" + 0.052*""gramlich"" + 0.046*""long"" + 0.039*""degree"" + 0.039*""investment"" + 0.019*""immediate"" + 0.006*""chairman"" + 0.006*""home"""
20626.,5,"0.111*""committee"" + 0.084*""voting"" + 0.079*""jr"" + 0.053*""rate"" + 0.053*""accessibility"" + 0.047*""none"" + 0.042*""mcdonough"" + 0.031*""however"" + 0.031*""meeting"" + 0.005*""uncertain"""
20626.,6,"0.056*""belief"" + 0.056*""prospect"" + 0.048*""moderated"" + 0.048*""quarter"" + 0.040*""decided"" + 0.007*""mcteer"" + 0.007*""economic"" + 0.007*""federal"" + 0.007*""accessibility"" + 0.007*""monetary"""
20626.,7,"0.154*""policy"" + 0.053*""alan"" + 0.053*""santomero"" + 0.046*""accommodative"" + 0.040*""since"" + 0.040*""expects"" + 0.006*""monetary"" + 0.006*""growth"" + 0.006*""foreseeable"" + 0.006*""swing"""
20626.,8,"0.116*""growth"" + 0.054*""gary"" + 0.054*""roger"" + 0.054*""vice"" + 0.054*""l"" + 0.041*""impetus"" + 0.006*""future"" + 0.006*""inventory"" + 0.006*""mark"" + 0.006*""june"""
20626.,9,"0.076*""information"" + 0.063*""june"" + 0.050*""j"" + 0.050*""greenspan"" + 0.050*""stern"" + 0.037*""productivity"" + 0.037*""robust"" + 0.031*""today"" + 0.031*""open"" + 0.018*""release"""
20626.,10,"0.095*""chairman"" + 0.082*""goal"" + 0.069*""demand"" + 0.050*""jerry"" + 0.050*""olson"" + 0.044*""run"" + 0.038*""part"" + 0.006*""update"" + 0.006*""quarter"" + 0.006*""underlying"""
20626.,11,"0.069*""update"" + 0.069*""home"" + 0.055*""william"" + 0.055*""mcteer"" + 0.041*""pick"" + 0.041*""swing"" + 0.041*""uncertain"" + 0.006*""action"" + 0.006*""jr"" + 0.006*""prospect"""
20626.,12,"0.068*""event"" + 0.047*""circumstance"" + 0.047*""future"" + 0.047*""foreseeable"" + 0.040*""upward"" + 0.040*""confirms"" + 0.040*""strengthening"" + 0.033*""fund"" + 0.033*""unchanged"" + 0.006*""accessibility"""
20626.,13,"0.099*""w"" + 0.053*""anthony"" + 0.053*""robert"" + 0.046*""although"" + 0.046*""sustainable"" + 0.046*""price"" + 0.033*""percent"" + 0.033*""target"" + 0.006*""demand"" + 0.006*""run"""
20626.,14,"0.080*""available"" + 0.053*""susan"" + 0.053*""bies"" + 0.046*""background"" + 0.046*""balanced"" + 0.046*""stance"" + 0.040*""continuing"" + 0.033*""keep"" + 0.006*""quarter"" + 0.006*""committee"""
20813.,0,"0.084*""committee"" + 0.063*""h"" + 0.056*""mainly"" + 0.056*""sustainable"" + 0.042*""corporate"" + 0.035*""open"" + 0.007*""monetary"" + 0.006*""policy"" + 0.006*""l"" + 0.006*""heightened"""
20813.,1,"0.062*""mark"" + 0.062*""ferguson"" + 0.062*""gary"" + 0.055*""stability"" + 0.048*""underlying"" + 0.034*""fund"" + 0.034*""percent"" + 0.006*""sustainable"" + 0.006*""growth"" + 0.006*""chairman"""
20813.,2,"0.114*""growth"" + 0.102*""jr"" + 0.060*""event"" + 0.048*""recognizes"" + 0.042*""accommodative"" + 0.042*""foster"" + 0.030*""rate"" + 0.006*""robert"" + 0.006*""w"" + 0.006*""available"""
20813.,3,"0.112*""chairman"" + 0.059*""action"" + 0.052*""toward"" + 0.052*""price"" + 0.052*""future"" + 0.052*""weighted"" + 0.006*""growth"" + 0.006*""news"" + 0.006*""time"" + 0.006*""l"""
20813.,4,"0.158*""policy"" + 0.059*""robert"" + 0.046*""business"" + 0.039*""prolonged"" + 0.039*""aggregate"" + 0.039*""financial"" + 0.006*""may"" + 0.006*""monetary"" + 0.006*""accessibility"" + 0.006*""voting"""
20813.,5,"0.067*""edward"" + 0.067*""bies"" + 0.060*""may"" + 0.052*""time"" + 0.037*""decided"" + 0.007*""roger"" + 0.007*""weighted"" + 0.007*""growth"" + 0.007*""home"" + 0.007*""economic"""
20813.,6,"0.115*""l"" + 0.060*""alan"" + 0.054*""background"" + 0.054*""risk"" + 0.047*""current"" + 0.020*""release"" + 0.020*""immediate"" + 0.006*""recognizes"" + 0.006*""economic"" + 0.006*""generate"""
20813.,7,"0.084*""weakness"" + 0.065*""august"" + 0.058*""fomc"" + 0.052*""condition"" + 0.045*""sufficient"" + 0.045*""climate"" + 0.045*""coupled"" + 0.006*""gramlich"" + 0.006*""chairman"" + 0.006*""greenspan"""
20813.,8,"0.063*""last"" + 0.057*""santomero"" + 0.057*""anthony"" + 0.056*""federal"" + 0.050*""nonetheless"" + 0.038*""softening"" + 0.038*""spring"" + 0.031*""today"" + 0.031*""keep"" + 0.006*""may"""
20813.,9,"0.131*""monetary"" + 0.054*""market"" + 0.049*""donald"" + 0.049*""ben"" + 0.049*""mcteer"" + 0.049*""bernanke"" + 0.049*""gramlich"" + 0.038*""stillrobust"" + 0.032*""governance"" + 0.005*""immediate"""
20813.,10,"0.058*""update"" + 0.057*""accessibility"" + 0.052*""susan"" + 0.052*""olson"" + 0.052*""voting"" + 0.052*""roger"" + 0.052*""jerry"" + 0.040*""productivity"" + 0.034*""measure"" + 0.028*""target"""
20813.,11,"0.070*""news"" + 0.063*""greenspan"" + 0.063*""jordan"" + 0.056*""foreseeable"" + 0.042*""problem"" + 0.042*""demand"" + 0.006*""jerry"" + 0.006*""business"" + 0.006*""stillrobust"" + 0.006*""action"""
20813.,12,"0.099*""economic"" + 0.059*""mcdonough"" + 0.059*""vice"" + 0.052*""currently"" + 0.039*""uncertainty"" + 0.039*""related"" + 0.039*""heightened"" + 0.006*""kohn"" + 0.006*""ben"" + 0.006*""percent"""
20813.,13,"0.054*""stern"" + 0.054*""kohn"" + 0.048*""run"" + 0.048*""goal"" + 0.048*""long"" + 0.048*""information"" + 0.042*""improving"" + 0.042*""stance"" + 0.036*""emerged"" + 0.036*""large"""
20813.,14,"0.104*""w"" + 0.061*""home"" + 0.055*""j"" + 0.055*""william"" + 0.048*""generate"" + 0.048*""available"" + 0.036*""reporting"" + 0.030*""unchanged"" + 0.006*""august"" + 0.006*""information"""
20924.,0,"0.075*""home"" + 0.056*""william"" + 0.056*""bernanke"" + 0.050*""stability"" + 0.050*""weakness"" + 0.050*""goal"" + 0.006*""toward"" + 0.006*""currently"" + 0.006*""condition"" + 0.006*""action"""
20924.,1,"0.102*""committee"" + 0.048*""mainly"" + 0.048*""longrun"" + 0.042*""owing"" + 0.042*""stance"" + 0.036*""meeting"" + 0.036*""demand"" + 0.030*""unchanged"" + 0.005*""bies"" + 0.005*""current"""
20924.,2,"0.133*""policy"" + 0.071*""growth"" + 0.056*""reduction"" + 0.046*""jordan"" + 0.046*""greenspan"" + 0.046*""roger"" + 0.035*""current"" + 0.030*""suggests"" + 0.015*""release"" + 0.005*""stance"""
20924.,3,"0.123*""monetary"" + 0.085*""action"" + 0.080*""l"" + 0.071*""rate"" + 0.042*""santomero"" + 0.042*""mark"" + 0.037*""consequently"" + 0.033*""pickup"" + 0.004*""stability"" + 0.004*""unchanged"""
20924.,4,"0.110*""federal"" + 0.075*""available"" + 0.069*""update"" + 0.040*""accommodative"" + 0.040*""persists"" + 0.034*""moderate"" + 0.029*""decided"" + 0.005*""jr"" + 0.005*""kohn"" + 0.005*""future"""
20924.,5,"0.097*""jr"" + 0.091*""last"" + 0.081*""economic"" + 0.048*""olson"" + 0.043*""condition"" + 0.043*""background"" + 0.037*""production"" + 0.005*""alan"" + 0.005*""price"" + 0.005*""governor"""
20924.,6,"0.075*""fund"" + 0.065*""information"" + 0.045*""donald"" + 0.044*""h"" + 0.044*""alan"" + 0.044*""gary"" + 0.039*""sustainable"" + 0.035*""heightened"" + 0.035*""uncertainty"" + 0.030*""since"""
20924.,7,"0.061*""fomc"" + 0.061*""bies"" + 0.061*""kohn"" + 0.047*""robust"" + 0.047*""geopolitical"" + 0.006*""background"" + 0.006*""available"" + 0.006*""policy"" + 0.006*""information"" + 0.006*""economic"""
20924.,8,"0.108*""mcteer"" + 0.076*""risk"" + 0.065*""accessibility"" + 0.048*""mcdonough"" + 0.043*""weighted"" + 0.038*""improving"" + 0.038*""business"" + 0.027*""market"" + 0.005*""percent"" + 0.005*""action"""
20924.,9,"0.065*""governor"" + 0.059*""edward"" + 0.047*""generate"" + 0.047*""may"" + 0.047*""toward"" + 0.041*""time"" + 0.041*""underlying"" + 0.035*""become"" + 0.006*""belief"" + 0.005*""monetary"""
20924.,10,"0.068*""news"" + 0.051*""ben"" + 0.045*""price"" + 0.045*""future"" + 0.045*""currently"" + 0.045*""belief"" + 0.039*""considerable"" + 0.039*""emergence"" + 0.039*""expected"" + 0.005*""generate"""
20924.,11,"0.102*""chairman"" + 0.072*""september"" + 0.054*""jerry"" + 0.042*""sufficient"" + 0.042*""still"" + 0.042*""timing"" + 0.018*""immediate"" + 0.006*""monetary"" + 0.006*""w"" + 0.005*""l"""
20924.,12,"0.090*""voting"" + 0.085*""w"" + 0.075*""target"" + 0.060*""event"" + 0.055*""president"" + 0.045*""stern"" + 0.040*""foreseeable"" + 0.035*""part"" + 0.005*""may"" + 0.005*""goal"""
20924.,13,"0.049*""robert"" + 0.044*""vice"" + 0.044*""susan"" + 0.044*""j"" + 0.044*""anthony"" + 0.034*""employment"" + 0.034*""productivity"" + 0.034*""foster"" + 0.034*""coupled"" + 0.034*""extent"""
20924.,14,"0.123*""gramlich"" + 0.067*""preferred"" + 0.055*""ferguson"" + 0.043*""however"" + 0.036*""growing"" + 0.030*""percent"" + 0.006*""president"" + 0.006*""federal"" + 0.006*""since"" + 0.006*""committee"""
21106.,0,"0.078*""economic"" + 0.069*""l"" + 0.041*""new"" + 0.041*""dallas"" + 0.041*""director"" + 0.037*""gary"" + 0.037*""gramlich"" + 0.037*""mark"" + 0.037*""robert"" + 0.027*""confirm"""
21106.,1,"0.077*""approved"" + 0.071*""currently"" + 0.053*""basis"" + 0.041*""easing"" + 0.035*""production"" + 0.029*""market"" + 0.005*""today"" + 0.005*""action"" + 0.005*""l"" + 0.005*""request"""
21106.,2,"0.078*""w"" + 0.062*""risk"" + 0.052*""november"" + 0.052*""event"" + 0.046*""york"" + 0.046*""bank"" + 0.036*""circumstance"" + 0.031*""activity"" + 0.005*""belief"" + 0.005*""soft"""
21106.,3,"0.048*""kohn"" + 0.048*""anthony"" + 0.042*""price"" + 0.036*""employment"" + 0.036*""greater"" + 0.036*""believe"" + 0.036*""geopolitical"" + 0.030*""related"" + 0.006*""donald"" + 0.006*""taking"""
21106.,4,"0.123*""monetary"" + 0.092*""board"" + 0.048*""inflation"" + 0.043*""last"" + 0.039*""request"" + 0.035*""william"" + 0.035*""ben"" + 0.035*""greenspan"" + 0.030*""helpful"" + 0.026*""attributable"""
21106.,5,"0.049*""vice"" + 0.049*""bies"" + 0.042*""way"" + 0.042*""stability"" + 0.036*""underlying"" + 0.036*""accommodative"" + 0.036*""uncertainty"" + 0.006*""sustainable"" + 0.006*""susan"" + 0.006*""request"""
21106.,6,"0.115*""committee"" + 0.063*""growth"" + 0.042*""bernanke"" + 0.031*""part"" + 0.031*""stance"" + 0.031*""important"" + 0.031*""ongoing"" + 0.031*""however"" + 0.026*""fund"" + 0.005*""circumstance"""
21106.,7,"0.075*""jr"" + 0.045*""submitted"" + 0.040*""santomero"" + 0.040*""stern"" + 0.035*""longrun"" + 0.035*""available"" + 0.035*""economy"" + 0.035*""prospect"" + 0.030*""remain"" + 0.030*""spending"""
21106.,8,"0.120*""action"" + 0.060*""goal"" + 0.041*""taking"" + 0.036*""olson"" + 0.036*""voting"" + 0.036*""h"" + 0.032*""additional"" + 0.032*""sustainable"" + 0.027*""contained"" + 0.027*""stillrobust"""
21106.,9,"0.061*""today"" + 0.055*""accessibility"" + 0.055*""update"" + 0.055*""news"" + 0.050*""point"" + 0.044*""fomc"" + 0.033*""heightened"" + 0.005*""policy"" + 0.005*""rate"" + 0.005*""uncertainty"""
21106.,10,"0.086*""reserve"" + 0.040*""mcteer"" + 0.040*""ferguson"" + 0.040*""jordan"" + 0.040*""j"" + 0.040*""edward"" + 0.035*""respect"" + 0.035*""balanced"" + 0.035*""soft"" + 0.035*""foreseeable"""
21106.,11,"0.093*""rate"" + 0.071*""belief"" + 0.043*""roger"" + 0.038*""prove"" + 0.032*""well"" + 0.032*""coupled"" + 0.032*""tended"" + 0.027*""lower"" + 0.005*""bank"" + 0.005*""monetary"""
21106.,12,"0.123*""federal"" + 0.064*""discount"" + 0.044*""percent"" + 0.039*""jerry"" + 0.039*""donald"" + 0.034*""background"" + 0.029*""incoming"" + 0.024*""decided"" + 0.024*""reduction"" + 0.024*""target"""
21106.,13,"0.045*""mcdonough"" + 0.045*""susan"" + 0.045*""alan"" + 0.039*""information"" + 0.039*""work"" + 0.039*""future"" + 0.034*""productivity"" + 0.034*""data"" + 0.034*""support"" + 0.005*""basis"""
21106.,14,"0.117*""policy"" + 0.079*""chairman"" + 0.053*""home"" + 0.037*""current"" + 0.037*""spot"" + 0.031*""continues"" + 0.031*""expectation"" + 0.005*""reserve"" + 0.005*""federal"" + 0.005*""robert"""
21210.,0,"0.063*""event"" + 0.063*""update"" + 0.056*""olson"" + 0.042*""still"" + 0.042*""believe"" + 0.035*""open"" + 0.035*""unchanged"" + 0.035*""decided"" + 0.006*""edward"" + 0.006*""greenspan"""
21210.,1,"0.062*""gary"" + 0.046*""accommodative"" + 0.046*""together"" + 0.046*""current"" + 0.046*""number"" + 0.046*""inconsistent"" + 0.007*""believe"" + 0.007*""prospect"" + 0.007*""november"" + 0.007*""way"""
21210.,2,"0.117*""w"" + 0.062*""ferguson"" + 0.054*""information"" + 0.046*""november"" + 0.007*""donald"" + 0.007*""jerry"" + 0.007*""goal"" + 0.007*""anthony"" + 0.007*""inconsistent"" + 0.007*""since"""
21210.,3,"0.060*""robert"" + 0.053*""belief"" + 0.052*""price"" + 0.052*""circumstance"" + 0.045*""support"" + 0.037*""rate"" + 0.022*""release"" + 0.007*""economic"" + 0.007*""jerry"" + 0.007*""committee"""
21210.,4,"0.116*""committee"" + 0.065*""home"" + 0.058*""edward"" + 0.051*""available"" + 0.043*""productivity"" + 0.007*""since"" + 0.007*""william"" + 0.007*""greenspan"" + 0.007*""growth"" + 0.007*""spot"""
21210.,5,"0.064*""last"" + 0.057*""santomero"" + 0.057*""gramlich"" + 0.050*""stability"" + 0.050*""future"" + 0.043*""spot"" + 0.035*""market"" + 0.007*""j"" + 0.007*""stance"" + 0.007*""price"""
21210.,6,"0.057*""kohn"" + 0.057*""greenspan"" + 0.057*""fomc"" + 0.043*""activity"" + 0.043*""soft"" + 0.043*""working"" + 0.043*""taken"" + 0.021*""immediate"" + 0.007*""alan"" + 0.007*""anthony"""
21210.,7,"0.064*""accessibility"" + 0.064*""news"" + 0.057*""mark"" + 0.057*""action"" + 0.042*""providing"" + 0.042*""incoming"" + 0.035*""fund"" + 0.007*""l"" + 0.007*""stern"" + 0.007*""ben"""
21210.,8,"0.087*""growth"" + 0.051*""foreseeable"" + 0.043*""robust"" + 0.043*""economy"" + 0.043*""coupled"" + 0.043*""stance"" + 0.036*""percent"" + 0.007*""fomc"" + 0.007*""decided"" + 0.007*""bies"""
21210.,9,"0.145*""policy"" + 0.055*""william"" + 0.048*""sustainable"" + 0.048*""risk"" + 0.041*""indicator"" + 0.041*""way"" + 0.006*""h"" + 0.006*""circumstance"" + 0.006*""anthony"" + 0.006*""action"""
21210.,10,"0.052*""december"" + 0.052*""federal"" + 0.046*""voting"" + 0.046*""roger"" + 0.046*""bernanke"" + 0.046*""jordan"" + 0.046*""bies"" + 0.046*""donald"" + 0.040*""background"" + 0.040*""currently"""
