Year_Month,Topic,Words
200904,12,"0.024*""policy"" + 0.022*""text"" + 0.021*""condition"" + 0.015*""system"" + 0.009*""board"" + 0.009*""range"" + 0.008*""well"" + 0.008*""official"" + 0.007*""united"" + 0.007*""faith"""
200904,13,"0.033*""reserve"" + 0.012*""year"" + 0.011*""index"" + 0.009*""le"" + 0.008*""sheet"" + 0.006*""data"" + 0.005*""premium"" + 0.005*""uncertain"" + 0.005*""york"" + 0.004*""expectation"""
200904,14,"0.018*""government"" + 0.014*""confidence"" + 0.012*""also"" + 0.010*""support"" + 0.010*""mortgage"" + 0.009*""monetary"" + 0.008*""debt"" + 0.008*""policymakers"" + 0.007*""history"" + 0.006*""fall"""
200905,0,"0.013*""u"" + 0.012*""crisis"" + 0.009*""could"" + 0.006*""stimulus"" + 0.006*""lending"" + 0.006*""experience"" + 0.005*""lesson"" + 0.005*""period"" + 0.005*""organization"" + 0.005*""operation"""
200905,1,"0.033*""federal"" + 0.026*""market"" + 0.014*""supervisory"" + 0.012*""banking"" + 0.012*""time"" + 0.008*""well"" + 0.006*""increase"" + 0.005*""agency"" + 0.005*""address"" + 0.004*""open"""
200905,2,"0.019*""credit"" + 0.018*""risk"" + 0.012*""assessment"" + 0.011*""economy"" + 0.010*""current"" + 0.010*""need"" + 0.008*""important"" + 0.007*""circumstance"" + 0.006*""effective"" + 0.006*""effort"""
200905,3,"0.038*""financial"" + 0.026*""policy"" + 0.008*""condition"" + 0.006*""model"" + 0.005*""effect"" + 0.004*""additional"" + 0.004*""resource"" + 0.004*""rise"" + 0.004*""pressure"" + 0.004*""part"""
200905,4,"0.023*""bank"" + 0.016*""program"" + 0.011*""process"" + 0.009*""holding"" + 0.007*""one"" + 0.006*""management"" + 0.006*""take"" + 0.005*""consolidated"" + 0.005*""law"" + 0.004*""opportunity"""
200905,5,"0.028*""reserve"" + 0.020*""firm"" + 0.011*""fund"" + 0.010*""estimate"" + 0.007*""buffer"" + 0.005*""household"" + 0.005*""tool"" + 0.004*""indeed"" + 0.004*""chairman"" + 0.004*""joint"""
200905,6,"0.023*""economic"" + 0.009*""text"" + 0.007*""much"" + 0.007*""supervision"" + 0.006*""spending"" + 0.005*""challenge"" + 0.005*""equity"" + 0.005*""fed"" + 0.004*""increasing"" + 0.004*""term"""
200905,7,"0.016*""system"" + 0.011*""treasury"" + 0.009*""stability"" + 0.006*""moreover"" + 0.006*""traditional"" + 0.005*""normal"" + 0.005*""improve"" + 0.005*""make"" + 0.004*""collateral"" + 0.004*""first"""
200905,8,"0.023*""loss"" + 0.010*""future"" + 0.009*""new"" + 0.009*""level"" + 0.008*""loan"" + 0.006*""last"" + 0.006*""way"" + 0.006*""price"" + 0.006*""including"" + 0.005*""know"""
200905,9,"0.018*""monetary"" + 0.012*""return"" + 0.011*""year"" + 0.009*""longterm"" + 0.008*""liquidity"" + 0.007*""example"" + 0.006*""consumer"" + 0.005*""scenario"" + 0.005*""two"" + 0.004*""possible"""
200905,10,"0.026*""rate"" + 0.010*""may"" + 0.010*""many"" + 0.007*""individual"" + 0.006*""common"" + 0.005*""even"" + 0.005*""analysis"" + 0.005*""taken"" + 0.004*""help"" + 0.004*""change"""
200905,11,"0.016*""fiscal"" + 0.016*""asset"" + 0.012*""supervisor"" + 0.007*""expected"" + 0.007*""result"" + 0.006*""company"" + 0.005*""governor"" + 0.005*""real"" + 0.005*""zero"" + 0.005*""range"""
200905,12,"0.026*""capital"" + 0.015*""would"" + 0.012*""institution"" + 0.010*""potential"" + 0.007*""security"" + 0.006*""balance"" + 0.006*""usual"" + 0.005*""using"" + 0.005*""boost"" + 0.004*""target"""
200905,13,"0.014*""also"" + 0.013*""interest"" + 0.008*""purchase"" + 0.007*""board"" + 0.007*""activity"" + 0.006*""shortterm"" + 0.006*""government"" + 0.005*""facility"" + 0.005*""business"" + 0.005*""large"""
200905,14,"0.007*""sheet"" + 0.006*""role"" + 0.006*""however"" + 0.006*""income"" + 0.005*""ensure"" + 0.004*""practice"" + 0.004*""billion"" + 0.004*""issue"" + 0.004*""must"" + 0.004*""used"""
200906,0,"0.015*""system"" + 0.012*""large"" + 0.010*""systemic"" + 0.008*""monetary"" + 0.007*""last"" + 0.007*""decade"" + 0.006*""make"" + 0.005*""need"" + 0.005*""performance"" + 0.004*""area"""
200906,1,"0.022*""economic"" + 0.016*""year"" + 0.011*""period"" + 0.008*""output"" + 0.007*""government"" + 0.007*""mortgage"" + 0.005*""source"" + 0.004*""generally"" + 0.004*""efficient"" + 0.004*""shown"""
200906,2,"0.033*""market"" + 0.007*""requirement"" + 0.007*""must"" + 0.006*""investor"" + 0.005*""standard"" + 0.005*""trend"" + 0.005*""security"" + 0.004*""range"" + 0.004*""approach"" + 0.004*""industry"""
200906,3,"0.015*""federal"" + 0.013*""recession"" + 0.012*""reserve"" + 0.010*""commercial"" + 0.009*""productivity"" + 0.009*""le"" + 0.008*""term"" + 0.008*""even"" + 0.006*""policymakers"" + 0.004*""housing"""
200906,4,"0.026*""risk"" + 0.021*""economy"" + 0.016*""crisis"" + 0.014*""percent"" + 0.012*""level"" + 0.009*""service"" + 0.008*""supervisory"" + 0.007*""number"" + 0.006*""program"" + 0.006*""better"""
200906,5,"0.013*""liquidity"" + 0.012*""important"" + 0.011*""regulation"" + 0.006*""sector"" + 0.006*""role"" + 0.006*""potential"" + 0.006*""past"" + 0.006*""deposit"" + 0.005*""labor"" + 0.005*""first"""
200906,6,"0.050*""bank"" + 0.026*""growth"" + 0.008*""small"" + 0.008*""could"" + 0.006*""holding"" + 0.006*""made"" + 0.005*""job"" + 0.005*""annual"" + 0.005*""price"" + 0.005*""course"""
200906,7,"0.017*""rate"" + 0.011*""consumer"" + 0.010*""loan"" + 0.008*""unemployment"" + 0.008*""example"" + 0.007*""good"" + 0.007*""time"" + 0.006*""support"" + 0.006*""funding"" + 0.005*""trade"""
200906,8,"0.028*""credit"" + 0.010*""experiment"" + 0.009*""public"" + 0.008*""downturn"" + 0.006*""development"" + 0.004*""fiscal"" + 0.004*""panic"" + 0.004*""facility"" + 0.004*""continued"" + 0.004*""much"""
200906,9,"0.024*""return"" + 0.014*""banking"" + 0.014*""change"" + 0.011*""activity"" + 0.011*""real"" + 0.009*""would"" + 0.007*""cycle"" + 0.007*""view"" + 0.007*""macroeconomic"" + 0.007*""management"""
200906,10,"0.036*""policy"" + 0.027*""capital"" + 0.019*""firm"" + 0.006*""become"" + 0.005*""key"" + 0.005*""agency"" + 0.005*""average"" + 0.005*""help"" + 0.005*""difficult"" + 0.005*""still"""
200906,11,"0.021*""business"" + 0.019*""may"" + 0.015*""also"" + 0.014*""asset"" + 0.010*""lending"" + 0.008*""problem"" + 0.008*""since"" + 0.007*""two"" + 0.007*""result"" + 0.007*""global"""
200906,12,"0.020*""u"" + 0.019*""text"" + 0.014*""stability"" + 0.009*""practice"" + 0.009*""one"" + 0.007*""private"" + 0.007*""likely"" + 0.007*""quarter"" + 0.006*""per"" + 0.006*""peak"""
200906,13,"0.017*""community"" + 0.016*""new"" + 0.010*""recent"" + 0.010*""many"" + 0.009*""well"" + 0.005*""although"" + 0.005*""supervision"" + 0.005*""interest"" + 0.005*""investment"" + 0.004*""authority"""
200906,14,"0.052*""financial"" + 0.021*""institution"" + 0.012*""regulatory"" + 0.011*""current"" + 0.010*""see"" + 0.009*""however"" + 0.008*""condition"" + 0.007*""board"" + 0.006*""significant"" + 0.004*""share"""
200908,0,"0.009*""data"" + 0.007*""investment"" + 0.007*""business"" + 0.006*""run"" + 0.006*""state"" + 0.006*""case"" + 0.005*""developed"" + 0.005*""conference"" + 0.005*""provided"" + 0.004*""working"""
200908,1,"0.049*""reserve"" + 0.011*""may"" + 0.009*""well"" + 0.009*""staff"" + 0.007*""group"" + 0.007*""result"" + 0.005*""range"" + 0.005*""price"" + 0.005*""individual"" + 0.004*""continued"""
200908,2,"0.052*""community"" + 0.012*""text"" + 0.010*""also"" + 0.009*""one"" + 0.008*""country"" + 0.008*""effect"" + 0.007*""support"" + 0.006*""public"" + 0.006*""shortterm"" + 0.006*""collateral"""
200908,3,"0.010*""funding"" + 0.009*""panic"" + 0.007*""capital"" + 0.006*""thus"" + 0.006*""mortgage"" + 0.005*""availability"" + 0.005*""useful"" + 0.004*""several"" + 0.004*""likely"" + 0.004*""governor"""
200908,4,"0.027*""affair"" + 0.011*""time"" + 0.008*""large"" + 0.006*""investor"" + 0.006*""function"" + 0.005*""among"" + 0.005*""high"" + 0.004*""early"" + 0.004*""key"" + 0.004*""although"""
200908,5,"0.047*""financial"" + 0.022*""liquidity"" + 0.021*""information"" + 0.015*""rate"" + 0.009*""low"" + 0.008*""across"" + 0.007*""action"" + 0.005*""including"" + 0.005*""effort"" + 0.005*""nonbank"""
200908,6,"0.013*""return"" + 0.009*""moderateincome"" + 0.009*""policy"" + 0.006*""security"" + 0.006*""service"" + 0.006*""bagehot"" + 0.006*""housing"" + 0.006*""development"" + 0.005*""especially"" + 0.005*""financing"""
200908,7,"0.021*""institution"" + 0.011*""activity"" + 0.010*""program"" + 0.009*""banking"" + 0.009*""important"" + 0.008*""government"" + 0.007*""organization"" + 0.006*""challenge"" + 0.006*""mechanism"" + 0.005*""must"""
200908,8,"0.011*""local"" + 0.010*""provide"" + 0.009*""many"" + 0.009*""condition"" + 0.008*""area"" + 0.007*""board"" + 0.007*""help"" + 0.006*""promote"" + 0.006*""primary"" + 0.006*""informationsharing"""
200908,9,"0.012*""would"" + 0.008*""problem"" + 0.005*""forum"" + 0.005*""fall"" + 0.005*""broad"" + 0.004*""source"" + 0.004*""directly"" + 0.004*""significant"" + 0.004*""good"" + 0.003*""finance"""
200908,10,"0.026*""credit"" + 0.017*""system"" + 0.015*""facility"" + 0.012*""work"" + 0.009*""lend"" + 0.007*""new"" + 0.006*""bagehots"" + 0.005*""strategy"" + 0.005*""stabilization"" + 0.005*""circumstance"""
200908,11,"0.065*""bank"" + 0.022*""firm"" + 0.021*""money"" + 0.015*""commercial"" + 0.009*""issue"" + 0.007*""loan"" + 0.007*""term"" + 0.007*""risk"" + 0.004*""united"" + 0.004*""u"""
200908,12,"0.046*""market"" + 0.026*""central"" + 0.013*""foreclosure"" + 0.012*""need"" + 0.012*""year"" + 0.008*""example"" + 0.007*""partnership"" + 0.006*""failure"" + 0.006*""resource"" + 0.005*""lender"""
200908,13,"0.022*""crisis"" + 0.015*""economic"" + 0.014*""asset"" + 0.013*""paper"" + 0.010*""even"" + 0.009*""agency"" + 0.005*""see"" + 0.005*""rather"" + 0.004*""authority"" + 0.004*""poverty"""
200908,14,"0.042*""federal"" + 0.025*""fund"" + 0.019*""lending"" + 0.008*""access"" + 0.007*""neighborhood"" + 0.006*""economy"" + 0.006*""research"" + 0.005*""loss"" + 0.005*""analysis"" + 0.005*""policymakers"""
200909,0,"0.064*""new"" + 0.016*""november"" + 0.014*""rate"" + 0.004*""term"" + 0.004*""judgment"" + 0.004*""growth"" + 0.003*""large"" + 0.003*""remain"" + 0.003*""unusual"" + 0.003*""uncertainty"""
200909,1,"0.026*""model"" + 0.022*""regulatory"" + 0.021*""central"" + 0.016*""broader"" + 0.016*""standardsbased"" + 0.010*""value"" + 0.008*""business"" + 0.004*""exit"" + 0.004*""banking"" + 0.003*""aspect"""
200909,2,"0.019*""federal"" + 0.016*""serve"" + 0.012*""credit"" + 0.008*""lending"" + 0.006*""balance"" + 0.006*""securitization"" + 0.004*""tool"" + 0.003*""however"" + 0.003*""action"" + 0.003*""environment"""
200909,3,"0.020*""might"" + 0.016*""limit"" + 0.016*""promise"" + 0.012*""interest"" + 0.007*""level"" + 0.005*""also"" + 0.004*""fund"" + 0.004*""real"" + 0.004*""entity"" + 0.004*""cost"""
200909,4,"0.052*""return"" + 0.025*""reserve"" + 0.008*""could"" + 0.008*""crisis"" + 0.007*""need"" + 0.004*""make"" + 0.004*""statement"" + 0.003*""expectation"" + 0.003*""facility"" + 0.003*""fomc"""
200909,5,"0.061*""text"" + 0.016*""banker"" + 0.016*""prudent"" + 0.015*""worthy"" + 0.015*""reform"" + 0.010*""loan"" + 0.008*""monetary"" + 0.007*""condition"" + 0.005*""panic"" + 0.003*""response"""
200909,6,"0.031*""warsh"" + 0.016*""meeting"" + 0.015*""delegated"" + 0.015*""june"" + 0.015*""defining"" + 0.011*""would"" + 0.006*""institution"" + 0.005*""activity"" + 0.004*""example"" + 0.003*""income"""
200909,7,"0.032*""speech"" + 0.026*""policy"" + 0.021*""market"" + 0.014*""asset"" + 0.009*""time"" + 0.008*""fair"" + 0.004*""period"" + 0.003*""committee"" + 0.003*""practice"" + 0.003*""performance"""
200909,8,"0.044*""york"" + 0.030*""delivered"" + 0.026*""bank"" + 0.018*""framework"" + 0.006*""year"" + 0.004*""sheet"" + 0.004*""firm"" + 0.003*""two"" + 0.003*""turn"" + 0.003*""paper"""
200909,9,"0.037*""financial"" + 0.016*""application"" + 0.016*""debate"" + 0.015*""university"" + 0.011*""economy"" + 0.009*""price"" + 0.007*""may"" + 0.006*""security"" + 0.005*""past"" + 0.005*""shortterm"""
200909,10,"0.016*""responsibility"" + 0.016*""architecture"" + 0.015*""peril"" + 0.015*""money"" + 0.015*""represents"" + 0.010*""inflation"" + 0.004*""potential"" + 0.003*""ricardo"" + 0.003*""made"" + 0.003*""deposit"""
200909,11,"0.032*""see"" + 0.017*""authority"" + 0.016*""clear"" + 0.016*""useful"" + 0.013*""economic"" + 0.007*""u"" + 0.005*""approach"" + 0.005*""important"" + 0.004*""view"" + 0.004*""program"""
200909,12,"0.016*""annual"" + 0.016*""international"" + 0.016*""institute"" + 0.016*""marketeers"" + 0.010*""risk"" + 0.007*""change"" + 0.006*""loss"" + 0.004*""board"" + 0.004*""well"" + 0.003*""even"""
200909,13,"0.023*""standard"" + 0.017*""congress"" + 0.016*""ongoing"" + 0.016*""deviancy"" + 0.011*""capital"" + 0.005*""likely"" + 0.005*""system"" + 0.005*""instrument"" + 0.004*""talf"" + 0.004*""trading"""
200909,14,"0.031*""kevin"" + 0.015*""grant"" + 0.015*""bound"" + 0.010*""accounting"" + 0.007*""policymakers"" + 0.005*""current"" + 0.004*""accommodation"" + 0.004*""necessary"" + 0.003*""investor"" + 0.003*""objective"""
200910,0,"0.011*""inflation"" + 0.011*""time"" + 0.010*""systemic"" + 0.007*""second"" + 0.007*""moral"" + 0.007*""action"" + 0.005*""within"" + 0.005*""mortgage"" + 0.005*""address"" + 0.005*""work"""
200910,1,"0.015*""many"" + 0.015*""price"" + 0.012*""reform"" + 0.011*""even"" + 0.010*""loss"" + 0.009*""supervision"" + 0.008*""international"" + 0.008*""must"" + 0.008*""lending"" + 0.007*""current"""
200910,2,"0.020*""system"" + 0.019*""large"" + 0.018*""economy"" + 0.018*""year"" + 0.017*""rate"" + 0.007*""fund"" + 0.005*""state"" + 0.005*""indeed"" + 0.004*""authority"" + 0.004*""operation"""
200910,3,"0.020*""risk"" + 0.013*""could"" + 0.010*""government"" + 0.008*""potential"" + 0.008*""u"" + 0.007*""hazard"" + 0.007*""real"" + 0.007*""information"" + 0.006*""quarter"" + 0.005*""still"""
200910,4,"0.029*""crisis"" + 0.028*""institution"" + 0.023*""problem"" + 0.014*""requirement"" + 0.011*""banking"" + 0.009*""business"" + 0.009*""consumer"" + 0.009*""change"" + 0.007*""past"" + 0.006*""another"""
200910,5,"0.029*""reserve"" + 0.016*""activity"" + 0.013*""monetary"" + 0.012*""response"" + 0.011*""level"" + 0.010*""example"" + 0.005*""type"" + 0.005*""subject"" + 0.005*""research"" + 0.004*""significant"""
200910,6,"0.043*""market"" + 0.014*""regulation"" + 0.010*""growth"" + 0.010*""central"" + 0.008*""commercial"" + 0.007*""much"" + 0.006*""role"" + 0.006*""recovery"" + 0.005*""already"" + 0.005*""special"""
200910,7,"0.041*""bank"" + 0.017*""asset"" + 0.012*""one"" + 0.009*""percent"" + 0.007*""balance"" + 0.007*""increase"" + 0.006*""expect"" + 0.006*""deposit"" + 0.005*""although"" + 0.005*""low"""
200910,8,"0.082*""financial"" + 0.044*""firm"" + 0.008*""part"" + 0.006*""measure"" + 0.005*""sheet"" + 0.004*""committee"" + 0.004*""area"" + 0.004*""shortterm"" + 0.003*""element"" + 0.003*""make"""
200910,9,"0.025*""capital"" + 0.023*""would"" + 0.020*""regulatory"" + 0.014*""return"" + 0.012*""global"" + 0.009*""discipline"" + 0.008*""supervisory"" + 0.006*""effective"" + 0.005*""last"" + 0.005*""third"""
200910,10,"0.021*""economic"" + 0.013*""may"" + 0.012*""liquidity"" + 0.009*""likely"" + 0.008*""failure"" + 0.007*""period"" + 0.007*""interest"" + 0.007*""support"" + 0.007*""however"" + 0.007*""investor"""
200910,11,"0.012*""text"" + 0.010*""program"" + 0.010*""first"" + 0.008*""cost"" + 0.008*""systemically"" + 0.007*""standard"" + 0.006*""sector"" + 0.005*""instrument"" + 0.005*""exposure"" + 0.005*""agency"""
200910,12,"0.016*""also"" + 0.009*""see"" + 0.007*""two"" + 0.007*""might"" + 0.007*""board"" + 0.007*""effort"" + 0.006*""recent"" + 0.005*""money"" + 0.005*""agenda"" + 0.005*""investment"""
200910,13,"0.031*""federal"" + 0.024*""policy"" + 0.016*""important"" + 0.015*""toobigtofail"" + 0.008*""well"" + 0.007*""demand"" + 0.007*""provide"" + 0.005*""congress"" + 0.004*""account"" + 0.004*""trade"""
200910,14,"0.023*""credit"" + 0.012*""country"" + 0.009*""effect"" + 0.009*""need"" + 0.009*""new"" + 0.009*""stability"" + 0.007*""process"" + 0.007*""thus"" + 0.006*""holding"" + 0.005*""take"""
200911,0,"0.041*""resolution"" + 0.017*""federal"" + 0.005*""government"" + 0.004*""question"" + 0.004*""past"" + 0.004*""much"" + 0.004*""among"" + 0.003*""necessary"" + 0.003*""fact"" + 0.003*""second"""
200911,1,"0.028*""pdf"" + 0.028*""banking"" + 0.017*""principle"" + 0.015*""footnote"" + 0.014*""renamed"" + 0.005*""period"" + 0.005*""condition"" + 0.004*""public"" + 0.004*""assessment"" + 0.004*""thus"""
200911,2,"0.031*""group"" + 0.031*""agenda"" + 0.019*""supervision"" + 0.017*""standard"" + 0.014*""september"" + 0.012*""incentive"" + 0.006*""economy"" + 0.006*""supervisor"" + 0.005*""loan"" + 0.005*""special"""
200911,3,"0.027*""kb"" + 0.021*""would"" + 0.019*""toobigtofail"" + 0.016*""within"" + 0.016*""systemically"" + 0.009*""arrangement"" + 0.008*""year"" + 0.004*""fund"" + 0.004*""circumstance"" + 0.004*""executive"""
200911,4,"0.016*""necessarily"" + 0.015*""report"" + 0.007*""requirement"" + 0.007*""significant"" + 0.006*""however"" + 0.005*""reform"" + 0.005*""issue"" + 0.005*""funding"" + 0.005*""shareholder"" + 0.005*""systemic"""
200911,5,"0.015*""subsequently"" + 0.013*""system"" + 0.011*""process"" + 0.008*""liquidity"" + 0.007*""well"" + 0.006*""plan"" + 0.006*""new"" + 0.006*""time"" + 0.004*""tool"" + 0.004*""soundness"""
200911,6,"0.020*""risk"" + 0.017*""see"" + 0.017*""reserve"" + 0.016*""view"" + 0.015*""element"" + 0.011*""may"" + 0.008*""monetary"" + 0.007*""likely"" + 0.007*""approach"" + 0.006*""international"""
200911,7,"0.052*""basel"" + 0.046*""stability"" + 0.040*""crossborder"" + 0.025*""fsf"" + 0.014*""policy"" + 0.013*""strengthening"" + 0.013*""perimeter"" + 0.009*""credit"" + 0.004*""first"" + 0.004*""appropriate"""
200911,8,"0.031*""committee"" + 0.018*""regulation"" + 0.015*""cooperation"" + 0.014*""recommendation"" + 0.014*""april"" + 0.011*""asset"" + 0.009*""price"" + 0.007*""guidance"" + 0.005*""even"" + 0.004*""action"""
200911,9,"0.019*""compensation"" + 0.015*""supervisory"" + 0.007*""employee"" + 0.007*""lending"" + 0.005*""largest"" + 0.004*""effect"" + 0.004*""high"" + 0.004*""dealer"" + 0.004*""including"" + 0.004*""needed"""
200911,10,"0.056*""firm"" + 0.031*""board"" + 0.029*""capital"" + 0.015*""essential"" + 0.009*""need"" + 0.009*""activity"" + 0.005*""regime"" + 0.003*""ensure"" + 0.003*""possible"" + 0.003*""though"""
200911,11,"0.031*""return"" + 0.027*""forum"" + 0.020*""important"" + 0.020*""management"" + 0.016*""governor"" + 0.014*""directed"" + 0.008*""practice"" + 0.008*""could"" + 0.007*""interest"" + 0.007*""many"""
200911,12,"0.019*""measure"" + 0.015*""expressed"" + 0.010*""also"" + 0.008*""regulatory"" + 0.008*""economic"" + 0.006*""legal"" + 0.006*""inflation"" + 0.005*""operation"" + 0.005*""change"" + 0.005*""part"""
200911,13,"0.030*""text"" + 0.026*""crisis"" + 0.017*""institution"" + 0.013*""large"" + 0.009*""one"" + 0.008*""information"" + 0.007*""rate"" + 0.006*""failure"" + 0.005*""effective"" + 0.004*""authority"""
200911,14,"0.076*""financial"" + 0.047*""bank"" + 0.022*""market"" + 0.021*""problem"" + 0.014*""member"" + 0.014*""bringing"" + 0.013*""organization"" + 0.007*""business"" + 0.004*""way"" + 0.003*""particular"""
200912,0,"0.030*""federal"" + 0.014*""consumer"" + 0.014*""percent"" + 0.012*""homeownership"" + 0.006*""buying"" + 0.006*""annual"" + 0.006*""vig"" + 0.006*""mukherjee"" + 0.006*""bulletin"" + 0.006*""servicers"""
200912,1,"0.011*""system"" + 0.008*""line"" + 0.008*""november"" + 0.007*""cost"" + 0.007*""analysis"" + 0.006*""zclosedend"" + 0.006*""cfr"" + 0.006*""notice"" + 0.006*""k"" + 0.005*""policy"""
200912,2,"0.017*""foreclosure"" + 0.017*""housing"" + 0.011*""new"" + 0.006*""profile"" + 0.006*""adult"" + 0.006*""n"" + 0.005*""information"" + 0.005*""chicago"" + 0.003*""time"" + 0.003*""deal"""
200912,3,"0.018*""hmda"" + 0.016*""program"" + 0.013*""financial"" + 0.011*""neil"" + 0.011*""reported"" + 0.010*""bank"" + 0.009*""economic"" + 0.008*""crisis"" + 0.008*""effect"" + 0.007*""urban"""
200912,4,"0.026*""see"" + 0.018*""national"" + 0.010*""rate"" + 0.009*""incentive"" + 0.008*""equity"" + 0.006*""nearly"" + 0.006*""avery"" + 0.006*""nar"" + 0.006*""forthcoming"" + 0.006*""temkin"""
200912,5,"0.008*""investor"" + 0.008*""ownership"" + 0.007*""key"" + 0.006*""truth"" + 0.006*""implement"" + 0.006*""biggest"" + 0.006*""evaluation"" + 0.006*""preliminary"" + 0.006*""amit"" + 0.006*""gibbs"""
200912,6,"0.035*""market"" + 0.028*""loan"" + 0.013*""lending"" + 0.008*""economy"" + 0.007*""ensure"" + 0.007*""enough"" + 0.007*""show"" + 0.006*""reached"" + 0.006*""mayer"" + 0.005*""security"""
200912,7,"0.044*""return"" + 0.013*""act"" + 0.012*""association"" + 0.008*""protection"" + 0.007*""mitigation"" + 0.007*""transparent"" + 0.007*""party"" + 0.006*""money"" + 0.006*""protect"" + 0.005*""organization"""
200912,8,"0.031*""home"" + 0.028*""mortgage"" + 0.018*""regulation"" + 0.007*""homebuyers"" + 0.006*""journal"" + 0.006*""calhoun"" + 0.005*""help"" + 0.005*""support"" + 0.004*""job"" + 0.004*""balance"""
200912,9,"0.009*""among"" + 0.007*""february"" + 0.007*""since"" + 0.007*""even"" + 0.006*""brevoort"" + 0.006*""seller"" + 0.005*""make"" + 0.005*""stabilization"" + 0.004*""much"" + 0.004*""work"""
200912,10,"0.012*""realtor"" + 0.011*""z"" + 0.011*""survey"" + 0.009*""part"" + 0.008*""neighborhood"" + 0.008*""yet"" + 0.007*""securitization"" + 0.007*""opportunity"" + 0.006*""subprime"" + 0.006*""economics"""
200912,11,"0.042*""text"" + 0.023*""reserve"" + 0.015*""borrower"" + 0.011*""b"" + 0.011*""kenneth"" + 0.008*""come"" + 0.007*""lead"" + 0.007*""still"" + 0.006*""closing"" + 0.006*""seru"""
200912,12,"0.026*""community"" + 0.014*""would"" + 0.008*""institute"" + 0.007*""fha"" + 0.006*""tatian"" + 0.006*""draft"" + 0.006*""quarterly"" + 0.006*""fhainsured"" + 0.006*""consider"" + 0.005*""past"""
200912,13,"0.013*""credit"" + 0.013*""year"" + 0.008*""share"" + 0.007*""evidence"" + 0.007*""aligned"" + 0.006*""lax"" + 0.006*""future"" + 0.006*""also"" + 0.006*""eight"" + 0.005*""risk"""
200912,14,"0.009*""data"" + 0.008*""many"" + 0.006*""christa"" + 0.006*""screening"" + 0.006*""peter"" + 0.006*""downpayment"" + 0.006*""register"" + 0.006*""obstacle"" + 0.006*""vikrant"" + 0.005*""pulse"""
201001,0,"0.032*""federal"" + 0.014*""capital"" + 0.013*""rule"" + 0.008*""one"" + 0.007*""exposure"" + 0.007*""decline"" + 0.006*""value"" + 0.005*""shown"" + 0.005*""governor"" + 0.005*""pressure"""
201001,1,"0.025*""inflation"" + 0.011*""important"" + 0.010*""also"" + 0.007*""product"" + 0.006*""agency"" + 0.006*""bubble"" + 0.006*""real"" + 0.006*""environment"" + 0.006*""issue"" + 0.005*""banking"""
201001,2,"0.010*""level"" + 0.009*""could"" + 0.009*""well"" + 0.008*""expectation"" + 0.007*""show"" + 0.006*""stable"" + 0.005*""given"" + 0.005*""appear"" + 0.005*""holding"" + 0.004*""circumstance"""
201001,3,"0.032*""market"" + 0.029*""risk"" + 0.015*""time"" + 0.011*""fomc"" + 0.007*""purchase"" + 0.006*""however"" + 0.005*""balance"" + 0.005*""sheet"" + 0.004*""investor"" + 0.004*""key"""
201001,4,"0.031*""reserve"" + 0.016*""many"" + 0.014*""period"" + 0.008*""cost"" + 0.007*""appropriate"" + 0.006*""demand"" + 0.006*""type"" + 0.006*""objective"" + 0.005*""first"" + 0.005*""course"""
201001,5,"0.020*""year"" + 0.019*""business"" + 0.015*""increase"" + 0.013*""mortgage"" + 0.008*""slide"" + 0.008*""rise"" + 0.008*""management"" + 0.007*""longterm"" + 0.007*""small"" + 0.007*""relationship"""
201001,6,"0.011*""likely"" + 0.011*""fund"" + 0.007*""significant"" + 0.007*""consumer"" + 0.007*""forecast"" + 0.006*""effect"" + 0.006*""addition"" + 0.006*""loss"" + 0.006*""borrower"" + 0.006*""appreciation"""
201001,7,"0.016*""house"" + 0.013*""even"" + 0.011*""recent"" + 0.008*""liquidity"" + 0.007*""uncertainty"" + 0.007*""board"" + 0.006*""new"" + 0.006*""le"" + 0.004*""response"" + 0.004*""sale"""
201001,8,"0.019*""credit"" + 0.015*""shortterm"" + 0.012*""taylor"" + 0.012*""deposit"" + 0.011*""crisis"" + 0.009*""need"" + 0.009*""low"" + 0.008*""activity"" + 0.006*""remain"" + 0.006*""higher"""
201001,9,"0.010*""past"" + 0.009*""country"" + 0.008*""system"" + 0.008*""outlook"" + 0.008*""security"" + 0.008*""output"" + 0.008*""housing"" + 0.007*""number"" + 0.005*""debt"" + 0.005*""tool"""
201001,10,"0.020*""institution"" + 0.015*""loan"" + 0.012*""return"" + 0.009*""household"" + 0.007*""condition"" + 0.007*""must"" + 0.006*""standard"" + 0.006*""payment"" + 0.005*""early"" + 0.005*""experience"""
201001,11,"0.062*""policy"" + 0.028*""financial"" + 0.017*""economy"" + 0.014*""current"" + 0.010*""would"" + 0.006*""potential"" + 0.005*""much"" + 0.005*""yield"" + 0.004*""depository"" + 0.004*""substantial"""
201001,12,"0.052*""interest"" + 0.036*""monetary"" + 0.029*""bank"" + 0.017*""asset"" + 0.010*""large"" + 0.008*""begin"" + 0.007*""text"" + 0.007*""see"" + 0.005*""strong"" + 0.005*""future"""
201001,13,"0.086*""rate"" + 0.010*""may"" + 0.009*""recovery"" + 0.007*""longerterm"" + 0.007*""expected"" + 0.006*""result"" + 0.006*""u"" + 0.006*""point"" + 0.004*""unemployment"" + 0.004*""still"""
